StudyID,Title,Species,Institute,Analysis,ReleaseDate,Version,Samples,Download
ST000743,Metabolomics of bariatric weight loss,Homo sapiens,University of Michigan,MS,06/12/2017,1,56,Uploaded data (5.0G)*
ST000744,Metabolomics of intensive weight management clinic (IWMC) weight loss,Homo sapiens,University of Michigan,MS,06/12/2017,1,104,Uploaded data (7.0G)*
ST000745,Metabolomics of mice inoculated with human microbiota,Mus musculus,University of Michigan,MS,06/12/2017,1,94,Uploaded data (13G)*
ST000746,Metabolomics of mice inoculated with human stool (part II),Mus musculus,University of Michigan,MS,06/12/2017,1,130,Uploaded data (9.8G)*
ST000747,Metabolomics of mice inoculated with human stool (part III).,Mus musculus,University of Michigan,MS,06/12/2017,1,43,Uploaded data (779M)*
ST000748,Placental cells (BeWo) phthalate exposure metabolomics,Homo sapiens,University of Michigan,MS,06/12/2017,1,36,Uploaded data (4.9G)*
ST000749,Rat amniotic fluid metabolomics,Rattus norvegicus,University of Michigan,MS,06/12/2017,1,8,Uploaded data (974M)*
ST000750,Rat amniotic fluid metabolomics (part II),Rattus norvegicus,University of Michigan,MS,06/12/2017,1,20,Uploaded data (974M)*
ST000751,Mouse placentas-DEHP exposure,Mus musculus,University of Michigan,MS,06/12/2017,1,28,Uploaded data (1.6G)*
ST000752,Effect of cooling on muscle tissue metabolism,Homo sapiens,University of Michigan,MS,06/12/2017,1,16,Uploaded data (5.7G)*
ST000753,Comparison of the metabolome and lipidome of wild type and mdx/mTR mice,Mus musculus,University of Michigan,MS,06/12/2017,1,36,Uploaded data (631M)*
ST000755 (Available on 2018-02-02),Rat Retinal Detachment Metabolomics Timecourse (part II),Rattus,University of Michigan,MS,-,-,108,Not available
ST000756,Metabolomics of cilia and modulation of renal microcirculation,Rattus norvegicus,University of Michigan,MS,06/12/2017,1,20,Uploaded data (5.5G)*
ST000757,Tubuloglomerular feedback and salt-sensitive hypertension,Rattus,University of Michigan,MS,06/12/2017,1,20,Uploaded data (2.6G)*
ST000758,Effects of caloric restriction in HCR/LCR rats,Rattus norvegicus,University of Michigan,MS,06/12/2017,1,188,Uploaded data (8.9G)*
ST000759,Age and exercise effect on metabolomics in rats,Rattus norvegicus,University of Michigan,MS,06/12/2017,1,184,Uploaded data (9.7G)*
ST000760,MCFA and SCFA in fecal pellets from mice on different diets,Mus musculus,University of Michigan,MS,06/12/2017,1,6,Uploaded data (1.6M)*
ST000761,Concentration of MCFA and SCFA in fecal pellets from mice on different diets (part II),Mus musculus,University of Michigan,MS,06/12/2017,1,9,Uploaded data (1.9M)*
ST000762,Plasma Nucleotide/adenosine concentrations in patiens with scleroderma depending on exercise,Homo sapiens,University of Michigan,MS,06/12/2017,1,51,Uploaded data (118M)*
ST000763,Untargeted metabolomics and lipidomics of scleroderma PAH discovery cohort,Homo sapiens,University of Michigan,MS,06/12/2017,1,872,Uploaded data (47G)*
ST000766,Differences in metabolite profiles and antioxidant activities between wild and cultivated black soybeans evaluated by a correlation analysis (part II),soybean,KIST,MS,07/07/2017,1,32,Uploaded data (104K)
ST000767,Metabolite analysis of regional neural stem/progenitor cells,Mus musculus,University of Michigan,MS,06/12/2017,1,4,Uploaded data (4.0G)*
ST000768,Metabolites of human neurons and stem cells (siNeuron metabolomics),Homo sapiens,University of Michigan,MS,06/12/2017,1,8,Uploaded data (593M)*
ST000769,Metabolomics of Lin-Sca1+Kit+ (LSK) cells in NM mice,Mus musculus,University of Michigan,MS,06/12/2017,1,2,Uploaded data (224M)*
ST000770,Intranasal oxytocin in lean and obese men,Homo sapiens,University of Michigan,MS,06/12/2017,1,100,Uploaded data (145M)*
ST000771,Looking for changes in lipid levels with knock out of ACADM (shACADM),Homo sapiens,University of Michigan,MS,06/12/2017,1,12,Uploaded data (43M)*
ST000774,Metabolic effects of novel aldehyde dehydrogenase inhibitors (ALDH) inhibitors,Homo sapiens,University of Michigan,MS,06/12/2017,1,36,Uploaded data (21M)*
ST000775,Michigan Biomarkers for Refractory Depression (Bluebird) metabolomics pilot study,Homo sapiens,University of Michigan,MS,06/12/2017,1,132,Uploaded data (6.5G)*
ST000776,Fish Oil distal colon from rats,Rattus norvegicus,University of Michigan,MS,06/12/2017,1,24,Uploaded data (1.2G)*
ST000777,Metabolic Adaptations to Chronic and Acute Exercise in Overweight Adults (ATX-Study) preliminary data,Homo sapiens,University of Michigan,MS,06/12/2017,1,20,Uploaded data (779M)*
ST000778,Rat Colon Study effect of Effect of fish oil on azoxymethane (AOM),Rattus norvegicus,University of Michigan,MS,06/12/2017,1,32,Uploaded data (64K)*
ST000779,Lipidomics pilot project for mice exposure to bisphenol A and high fat diets,Mus musculus,University of Michigan,MS,06/12/2017,1,18,Uploaded data (426M)*
ST000780,High fat diet and sciatic nerves functions,Mus musculus,University of Michigan,MS,06/12/2017,1,96,Uploaded data (2.6G)*
ST000781 (Availability TBA),Rabbit Plasma Lipidomics with high fat diet and treatment,Oryctolagus cuniculus,University of Michigan,MS,-,-,118,Not available
ST000782,Nuclear magnetic resonance-based metabolomics approach to evaluate the prevention effect of Camellia nitidissima Chi on colitis-associated carcinogenesis,Mus musculus,Nanjing University of Science and Technology,NMR,03/10/2017,1,126,Not available
ST000783 (Available on 2018-11-23),Absolute Quantification of 180 metabolites in serum from african american and european american in prostate cancer and case control samples,Homo sapiens,Baylor College of Medicine,MS,-,-,94,Not available
ST000784 (Available on 2018-11-23),metabolome in a group of AA and EA matched pairs of prostate cancer (PCa) and benign adjacent tissues,Homo sapiens,Baylor College of Medicine,MS,-,-,368,Not available
ST000785,Pharmacometabolomics of L-Carnitine Treatment Response Phenotypes in Patients with Septic Shock,Homo sapiens,University of Michigan,NMR,03/10/2017,1,83,Uploaded data (16M)*
ST000786,N-acetylisoputreanine-g-lactam Identification,Homo sapiens,Colorado State University,MS,11/10/2017,1,5,Uploaded data (1.9G)*
ST000787 (Available on 2019-07-11),Identifying metabolic adaptations characteristic of multiple myeloma cells via mass spectrometry-based metabolite profiling from Peripheral Plasma,Homo sapiens,Mayo Clinic,MS,-,-,500,Not available
ST000788 (Available on 2019-07-11),Identifying metabolic adaptations characteristic of multiple myeloma cells via mass spectrometry-based metabolite profiling from Bone Marrow Plasma,Homo sapiens,Mayo Clinic,MS,-,-,500,Not available
ST000789 (Available on 2019-07-11),Identifying metabolic adaptations characteristic of multiple myeloma cells via mass spectrometry-based metabolite profiling from (CD138+ Plasma Cells),Homo sapiens,Mayo Clinic,MS,-,-,440,Not available
ST000790 (Available on 2019-07-11),Identifying metabolic adaptations characteristic of multiple myeloma cells via targeted sphingolipids concentrations from bone marrow and peripheral plasma,Homo sapiens,Mayo Clinic,MS,-,-,50,Not available
ST000791 (Available on 2019-07-11),Identifying metabolic adaptations characteristic of multiple myeloma cells via amino acids concentrations from bone marrow plasma,Homo sapiens,Mayo Clinic,MS,-,-,50,Not available
ST000792 (Available on 2019-07-11),Large Untargeted Profiling of Myelin to Enhance Recovery of Function after SCI,Mus musculus,Mayo Clinic,MS,-,-,544,Not available
ST000793 (Available on 2019-07-11),Targeted FFA Composition of Myelin to Enhance Recovery of Function after SCI,Mus musculus,Mayo Clinic,MS,-,-,20,Not available
ST000794 (Available on 2019-07-11),Targeted NEFA Panel of Myelin to Enhance Recovery of Function after SCI,Mus musculus,Mayo Clinic,MS,-,-,20,Not available
ST000795 (Available on 2019-07-11),Targeted Cholesterol Profiling of Myelin to Enhance Recovery of Function after SCI,Mus musculus,Mayo Clinic,MS,-,-,20,Not available
ST000796 (Available on 2019-07-11),Targeted Sphingolipids Panel of Myelin to Enhance Recovery of Function after SCI,Mus musculus,Mayo Clinic,MS,-,-,20,Not available
ST000797 (Available on 2019-07-11),Targeted Galactosyl Sphingolipids Concentrations of Myelin to Enhance Recovery of Function after SCI,Mus musculus,Mayo Clinic,MS,-,-,20,Not available
ST000798 (Available on 2019-07-11),Targeted Sphinomyelin Panel of Myelin to Enhance Recovery of Function after SCI,Mus musculus,Mayo Clinic,MS,-,-,20,Not available
ST000799 (Available on 2019-07-11),Targeted TCA Panel of Myelin to Enhance Recovery of Function after SCI,Mus musculus,Mayo Clinic,MS,-,-,19,Not available
ST000800 (Availability TBA),Insights into myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) phenotypes through comprehensive metabolomics,Homo sapiens,"University of California, Davis",MS,-,-,214,Not available
ST000801 (Availability TBA),Insights into myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) phenotypes through comprehensive metabolomics (part II),Homo sapiens,"University of California, Davis",MS,-,-,111,Not available
ST000802 (Available on 2019-07-11),Insights into myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) phenotypes through comprehensive metabolomics (part III)),Homo sapiens,"University of California, Davis",MS,-,-,100,Not available
ST000803 (Availability TBA),Establishing the Validity of a Mid-Pregnancy Serum Archive for Novel Studies of Perinatal Outcomes,Homo sapiens,USDA,MS,-,-,60,Not available
ST000804 (Availability TBA),Establishing the Validity of a Mid-Pregnancy Serum Archive for Novel Studies of Perinatal Outcomes (part II),Homo sapiens,USDA,MS,-,-,60,Not available
ST000805,Establishing the Validity of a Mid-Pregnancy Serum Archive for Novel Studies of Perinatal Outcomes (part III),Homo sapiens,"U.S.D.A. Western Human Nutrition Research Center, University of California, Davis",MS,11/10/2017,1,60,Uploaded data (2.5M)*
ST000806,Establishing the Validity of a Mid-Pregnancy Serum Archive for Novel Studies of Perinatal Outcomes (part IV),Homo sapiens,"University of California, Davis",MS,11/10/2017,1,132,Not available
ST000807,Establishing the Validity of a Mid-Pregnancy Serum Archive for Novel Studies of Perinatal Outcomes (part V),Homo sapiens,"University of California, Davis",MS,11/10/2017,1,60,Not available
ST000808,Establishing the Validity of a Mid-Pregnancy Serum Archive for Novel Studies of Perinatal Outcomes (part VI),Homo sapiens,"U.S.D.A. Western Human Nutrition Research Center, University of California, Davis",MS,11/10/2017,1,60,Uploaded data (2.9M)*
ST000809,Etiologies of preterm delivery among obese women (part I),Homo sapiens,USDA,MS,11/10/2017,1,102,Uploaded data (4.0K)*
ST000810,Etiologies of preterm delivery among obese women (part II),Homo sapiens,USDA,MS,11/10/2017,1,110,Uploaded data (4.0K)*
ST000811,Etiologies of preterm delivery among obese women (part III),Homo sapiens,"U.S.D.A. Western Human Nutrition Research Center, University of California, Davis",MS,11/10/2017,1,102,Uploaded data (4.0K)*
ST000812,Etiologies of preterm delivery among obese women (part IV),Homo sapiens,"U.S.D.A. Western Human Nutrition Research Center, University of California, Davis",MS,11/10/2017,1,102,Uploaded data (4.0K)*
ST000813 (Available on 2018-04-03),Insights into myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) phenotypes through comprehensive metabolomics (part IV),Homo sapiens,"University of California, Davis",MS,-,-,110,Not available
ST000814,Hormones & Cognition/Aging/Placebo,Homo sapiens,University of Michigan,MS,11/10/2017,1,56,Uploaded data (6.5G)*
ST000815,db/db WT ozone and air exposed mice,Mus musculus,Harvard School of Public Health,MS,11/10/2017,1,96,Not available
ST000816 (Availability TBA),Lipidomics of Chronic Kidney Disease progression,Homo sapiens,University of Michigan,MS,-,-,200,Not available
ST000817,"Dynamics of metabolism, proliferation and differentiation in Toxoplasma gondii mutants deficient in glycolysis and gluconeogenesis",Toxoplasma gondii,CSIR-National Chemical Laboratory,MS,11/10/2017,1,54,Uploaded data (595M)*
ST000818 (Availability TBA),Integrated nutrigenomic and metabolomic analysis of Africans with variable diet,Homo sapiens,University of Michigan,MS,-,-,1800,Not available
ST000819 (Availability TBA),Looking for changes in lipid levels with knock out of ACADM (shACADM) (part II),Homo sapiens,University of Michigan,MS,-,-,36,Not available
ST000820 (Availability TBA),2 hydroxyglutarate prodution in neurospheres from IDH1 mouse glioma model #2,Mus musculus,University of Michigan,MS,-,-,8,Not available
ST000821 (Availability TBA),Metabolomic profiling of IDH1 mutation,Homo sapiens,University of Michigan,MS,-,-,18,Not available
ST000822 (Availability TBA),Metabolomic profiling of IDH1 mutation (part II),Homo sapiens,University of Michigan,MS,-,-,9,Not available
ST000823 (Availability TBA),Metabolic profiling of cyst fluid from patients with Intraductal Pancreatic Mucinous Neoplasm (part II),Homo sapiens,University of Michigan,MS,-,-,40,Not available
ST000824 (Availability TBA),2HG concentration in human IDH1m cells,Homo sapiens,University of Michigan,MS,-,-,24,Not available
ST000825 (Available on 2019-12-01),CHEAR Christiani Biocrates,Homo sapiens,RTI International,MS,-,-,843,Not available
ST000826 (Available on 2099-01-01),CHEAR Christiani NMR,Homo sapiens,RTI International,NMR,-,-,229,Not available
ST000827,Metabolic analysis of Normal Mouse Lung Fiboblasts with/without TGFbeta treatment,Mus musculus,University of Michigan,MS,11/10/2017,1,60,Uploaded data (58M)*
ST000828,Metabolic analysis of Parp1 ko/wt Saline & Bleo Mouse Lung Fiboblasts and Human IPF & Normal Lung Fiboblasts 3,Homo sapiens,University of Michigan,MS,11/10/2017,1,64,Uploaded data (1.2G)*
ST000829,12 weeks control & STZ B6 mice retina & plasma amino acid analysis,Mus musculus,University of Michigan,MS,11/10/2017,1,60,Uploaded data (585M)*
ST000830,CD47 WT/KO muscle and serum acyl-carnitine assay,Mus musculus,University of Michigan,MS,11/10/2017,1,36,Uploaded data (37M)*
ST000831 (Available on 2018-02-02),Bile acid analysis of the germ free mouse gut,Mus musculus,University of Michigan,MS,-,-,16,Not available
ST000832 (Available on 2018-02-02),Rat Retinal Detachment Metabolomics Timecourse,Rattus,University of Michigan,MS,-,-,126,Not available
ST000833 (Available on 2018-02-02),Influence of murine norovirus on cell metabolism,Mus musculus,University of Michigan,MS,-,-,18,Not available
ST000834 (Available on 2018-02-02),Purine and TCA measurements in salt sensitive (SS) hypertension,Rattus,University of Michigan,MS,-,-,16,Not available
ST000835 (Available on 2018-02-02),Deubiquitinase inhibitor compound C6 effect on cellular metabolism,Mus musculus,University of Michigan,MS,-,-,24,Not available
ST000836 (Available on 2018-02-02),Pilot Human Muscle oral glucose tolerance test (OGTT),Homo sapiens,University of Michigan,MS,-,-,20,Not available
ST000837 (Available on 2018-02-02),Hepatocyte Differentiation Metabolism,Homo sapiens,University of Michigan,MS,-,-,10,Not available
ST000838 (Available on 2018-02-02),Obesity and marrow and marrow adipose tissue (MAT) metabolomics,Mus musculus,University of Michigan,MS,-,-,36,Not available
ST000839 (Available on 2018-02-02),Effect of cooling on muscle tissue metabolism (part II),Homo sapiens,University of Michigan,MS,-,-,32,Not available
ST000840 (Available on 2018-02-02),"Diabetic heart adrenergic signaling and metabolism (STZ & Isoproterenol, High Fat) - part II",Mus musculus,University of Michigan,MS,-,-,58,Not available
ST000841 (Available on 2018-02-02),Metabolomics of muscle in insulin sensitive and resistant obese indivduals.,Homo sapiens,University of Michigan,MS,-,-,196,Not available
ST000842 (Available on 2018-02-02),Muscle and plasma before and after exercise,Homo sapiens,University of Michigan,MS,-,-,496,Not available
ST000843,Statin Immuno-Metabolomics in Asthma (part I),Rhesus Macaque,USDA,MS,11/10/2017,1,134,Uploaded data (220K)*
ST000844,Statin Immuno-Metabolomics in Asthma (part II),Rhesus Macaque,USDA,MS,11/10/2017,1,72,Uploaded data (180K)*
ST000845,Statin Immuno-Metabolomics in Asthma (part III),Rhesus Macaque,USDA,MS,11/10/2017,1,36,Uploaded data (200K)*
ST000846,Statin Immuno-Metabolomics in Asthma (part IV),Rhesus Macaque,USDA,MS,11/10/2017,1,36,Uploaded data (376K)*
ST000847,Statin Immuno-Metabolomics in Asthma (part V),Rhesus Macaque,USDA,MS,11/10/2017,1,18,Uploaded data (200K)*
ST000848 (Available on 2019-08-09),Targeting Myelin NEFA of Kallikrein 6 Signals through PAR1 and PAR2 to Enchance Recovery of Function after SCI,Mus musculus,Mayo Clinic,MS,-,-,30,Not available
ST000849 (Available on 2019-08-09),Targeting Myelin FFA Compostion of Kallikrein 6 Signals through PAR1 and PAR2 to Enchance Recovery of Function after SCI,Mus musculus,Mayo Clinic,MS,-,-,30,Not available
ST000850 (Available on 2019-08-09),Targeting Myelin Cholesterol of Kallikrein 6 Signals through PAR1 and PAR2 to Enchance Recovery of Function after SCI,Mus musculus,Mayo Clinic,MS,-,-,30,Not available
ST000851 (Available on 2019-08-09),Targeting Myelin Sphingolipids of Kallikrein 6 Signals through PAR1 and PAR2 to Enchance Recovery of Function after SCI,Mus musculus,Mayo Clinic,MS,-,-,30,Not available
ST000852 (Available on 2019-08-09),Targeting Myelin Galactosyl Sphingolipids of Kallikrein 6 Signals through PAR1 and PAR2 to Enchance Recovery of Function after SCI,Mus musculus,Mayo Clinic,MS,-,-,30,Not available
ST000853 (Available on 2019-08-09),Targeting Myelin Sphinomyelin concentrations of Kallikrein 6 Signals through PAR1 and PAR2 to Enchance Recovery of Function after SCI,Mus musculus,Mayo Clinic,MS,-,-,30,Not available
ST000854 (Available on 2019-08-09),Targeted FFA Composition in Kallikrein 6 Mice after SCI,Mus musculus,Mayo Clinic,MS,-,-,20,Not available
ST000855 (Availability TBA),Urine metabolic profiles of pregnant women in relation to environmental exposures,Homo sapiens,University of Michigan,MS,-,-,780,Not available
ST000856 (Available on 2019-08-10),Targeted NEFA in Kallikrein 6 Mice after SCI,Mus musculus,Mayo Clinic,MS,-,-,20,Not available
ST000857 (Available on 2019-08-10),Targeted Cholesterol Profiling of Myelin to Enhance Recovery of Function after SCI. Second Set of Samples,Mus musculus,Mayo Clinic,MS,-,-,20,Not available
ST000858 (Available on 2019-08-09),Targeted Sphingolipids in Kallikrein 6 Mice after SCI,Mus musculus,Mayo Clinic,MS,-,-,20,Not available
ST000859 (Available on 2019-08-09),Targeted Galactosyl Sphingolipid Concentration in Kallikrein 6 Mice after SCI,Mus musculus,Mayo Clinic,MS,-,-,20,Not available
ST000860 (Available on 2019-08-09),Targeted Sphingomyelin Concentrations in Kallikrein 6 Mice after SCI,Mus musculus,Mayo Clinic,MS,-,-,20,Not available
ST000861 (Available on 2019-08-09),Targeting Myelin NEFA in PAR1 and PAR2 Mice after SCI,Mus musculus,Mayo Clinic,MS,-,-,30,Not available
ST000862 (Available on 2019-08-09),Targeting Myelin FFA Compostion in PAR1 and PAR2 Mice after SCI,Mus musculus,Mayo Clinic,MS,-,-,30,Not available
ST000863 (Available on 2019-08-09),Targeting Myelin Cholesterol in PAR1 and PAR2 Mice after SCI,Mus musculus,Mayo Clinic,MS,-,-,30,Not available
ST000864 (Available on 2019-08-09),Targeting Myelin Ceramides in PAR1 and PAR2 Mice after SCI,Mus musculus,Mayo Clinic,MS,-,-,30,Not available
ST000865 (Available on 2018-08-14),Identification of Race-Associated Metabolite Biomarkers for Hepatocellular Carcinoma,Homo sapiens,Georgetown University Medical Center,MS,-,-,140,Not available
ST000866 (Available on 2019-08-11),Large Untargeted Profiling in PAR1 and PAR2 Mice after SCI,Mus musculus,Mayo Clinic,MS,-,-,928,Not available
ST000867,Metabolic Profiling of Date Palm Fruits (part II),Phoenix dactylifera,Weill Cornell Medicine in Qatar,MS,03/10/2017,1,980,Uploaded data (155M)
ST000868,Untargeted metabolomic profile of oak and wine yeast strains,Saccharomyces cerevisiae,Washington University in St. Louis,MS,20/11/2017,1,51,Uploaded data (508M)*
ST000869 (Available on 2019-08-10),Large Untargeted Profiling in Kallikrein 6 Mice after SCI,Mus musculus,Mayo Clinic,MS,-,-,480,Not available
ST000870,Untargeted metabolomic profile of Saccharomyces cerevisiae (F2) hybrids (part II),Saccharomyces cerevisiae,Washington University in St. Louis,MS,20/11/2017,1,479,Uploaded data (508M)*
ST000871,"Untargeted metabolomic profile of reciprocal hemizygotes (oak/win hybrid, genes AUA1, ARG82) (part III)",Saccharomyces cerevisiae,Washington University in St. Louis,MS,20/11/2017,1,58,Uploaded data (508M)*
ST000872,"Maternal Hypoxemia and oxidative stress in the fetus, newborn, and adult. exercise training for peripheral artery disease",Ovis aries,USDA,MS,11/10/2017,1,132,Uploaded data (4.7M)*
ST000873,"Maternal Hypoxemia and oxidative stress in the fetus, newborn, and adult. exercise training for peripheral artery disease (part II)",Ovis aries,USDA,MS,11/10/2017,1,190,Uploaded data (4.7M)*
ST000875 (Available on 2018-08-12),Metabolomic investigations on Nesterenkonia flava from different origins revealed significant intraspecies differences between marine and terrestrial actinomycetes,Nesterenkonia flava,"Third Institute of Oceanography, State Oceanic Administration",NMR,-,-,72,Not available
ST000876,Human serum for a patient with neuropathy being treated with L-serine.,Homo sapiens,University of Helsinki,MS,11/10/2017,1,13,Uploaded data (152K)
ST000877 (Available on 2018-09-27),"Micronutrient deficiencies, environmental exposures and severe malaria: Risk factors for adverse neurodevelopmental outcomes in Ugandan children",Homo sapiens,Emory University School of Medicine,MS,-,-,382,Not available
ST000878,Fatty Acid Oxidation is Impaired in An Orthologous Mouse Model of Autosomal Dominant Polycystic Kidney Disease,Mus musculus,"University of California, Davis",MS,11/11/2017,1,14,Uploaded data (98M)*
ST000879 (Available on 2018-10-02),"Diet, genetics and gut microbiome drive dynamic changes in plasma metabolites [plasma]",Mus musculus,The Broad Institute,MS,-,-,188,Not available
ST000880 (Available on 2018-10-03),"Diet, genetics and gut microbiome drive dynamic changes in plasma metabolites [cecal]",Mus musculus,The Broad Institute,MS,-,-,188,Not available
ST000881,Targeted metabolomics data of leprosy patients with type 1 reaction,Homo sapiens,Colorado State University,MS,02/08/2017,1,16,Uploaded data (967M)*
ST000882,Untargeted metabolomics data of leprosy patients with type 1 reaction,Homo sapiens,Colorado State University,MS,19/06/2017,1,32,Uploaded data (18M)*
ST000883 (Available on 2018-04-25),Breathprinting Reveals Malaria-Associated Biomarkers and Mosquito Attractants,Homo sapiens,Washington University School of Medicine,MS,-,-,35,Not available
ST000884,Evidence that COG0325 proteins are involved in PLP homeostasis,Escherichia coli,"University of California, Davis",MS,14/10/2017,1,183,Uploaded data (1.2G)*
ST000885,Gut Microbiota Modulate Brain Insulin Sensitivity and Neurobehavior,Mus musculus,The Broad Institute,MS,30/10/2017,1,71,Uploaded data (66M)*
ST000886 (Available on 2018-09-21),Mechanism Behind Stay Green Trait in Bread Wheat (Triticum aestivum L.),Triticum aestivum L.,University of Florida,MS,-,-,96,Not available
ST000887,Evaluation of Quenching and Extraction Procedures for Performing Metabolomics in Acidithiobacillus ferrooxidans,Acidithiobacillus ferrooxidans,Laurentian University,MS,10/11/2017,1,24,Not available
ST000888,Lyme Disease Biosignature Training (95 MFs),Homo sapiens,Colorado State University,MS,15/11/2017,1,758,Not available
ST000889 (Available on 2018-04-10),"GC-MS analysis of Quercus ilex organs (leaves, roots and acorns)",Quercus ilex,Universidad de C„rdoba,MS,-,-,9,Not available
ST000890,Identification of RXR Ligands,Mus musculus,Washington University School of Medicine,MS,22/10/2017,1,129,Not available
ST000891,NMR comparison of urine samples by 1D NOESY presat and PURGE,Homo sapiens,University of Georgia,NMR,15/11/2017,1,10,Uploaded data (35M)*
ST000892,Comparison of T2 filters for quantification of small molecules in plasma by 1D NMR,Homo sapiens,Complex Carbohydrates Research Center,NMR,15/11/2017,1,21,Uploaded data (146M)*
ST000893,"Analysis of the effects of Tyrosine Kinase Inhibitors Sunitinib and Erlotinib on Heart, Metabolism In Vivo",Mus musculus,University of North Carolina,MS,20/11/2017,1,30,Uploaded data (492M)*
ST000894,Analysis of the effects of Tyrosine Kinase Inhibitors Sunitinib and Erlotinib on Liver Metabolism In Vivo,Mus musculus,University of North Carolina,MS,20/11/2017,1,30,Uploaded data (492M)*
ST000895,Analysis of the effects of Tyrosine Kinase Inhibitors Sunitinib and Erlotinib on Serum Metabolism In Vivo using Non-Targeted Metabolomics Analysis,Mus musculus,University of North Carolina,MS,20/11/2017,1,50,Uploaded data (492M)*
ST000896,Analysis of the effects of Tyrosine Kinase Inhibitors Sunitinib and Erlotinib on Muscle Metabolism In Vivo,Mus musculus,University of North Carolina,MS,20/11/2017,1,30,Uploaded data (492M)*
ST000897 (Availability TBA),Untargeted metabolomics analysis of ischemia-reperfusion injured hearts ex vivo from sedentary and exercise trained rats.,Rattus norvegicus,University of North Carolina,MS,-,-,40,Not available
ST000898,TAp73 is a marker of glutamine addiction in medulloblastoma,Homo sapiens,Queen Mary University of London,MS,20/11/2017,1,108,Not available
ST000899,"Alterations in Lipid, Amino Acid, and Energy Metabolism Distinguish Crohn Disease from Ulcerative Colitis and Control Subjects by Serum Metabolomic Profiling",Homo sapiens,Vanderbilt University Medical Center,MS,11/01/2018,1,240,Not available
ST000900,Evidence that the metabolite repair enzyme NAD(P)HX epimerase has a moonlighting function,Escherichia coli,"University of California, Davis",MS,20/11/2017,1,18,Uploaded data (95M)
ST000901,Omega-6 and omega-3 oxylipins are implicated in soybean oil-induced obesity in mice - Plasma (part V),Mus musculus,"University of California, Davis",MS,26/11/2017,1,16,Uploaded data (11M)
ST000902,Omega-6 and omega-3 oxylipins are implicated in soybean oil-induced obesity in mice - Liver (part VI),Mus musculus,"University of California, Davis",MS,26/11/2017,1,18,Not available
