Title,StudyID,Uploaded by,PI,Upload Date,# Files,Total Size (KB),Species,Instrument
GNPS_Microcystis aeruginosa,MSV000078776,ebriand,W. Gerwick,"Jul. 9, 2014, 12:07 PM",93,624769,Microcystis aeruginosa (Cyanobacteria),LCQ Classic
GNPS_VERN_TOMEM-1408_MS2,MSV000078770,rsilva,Norberto Lopes,"Jun. 25, 2014, 11:53 AM",5,252061,Vernonia tomentosa,LC- MS - Ion trap - Bruker
GNPS_LS_NPL327_MS2,MSV000078769,rsilva,Norberto Lopes,"Jun. 25, 2014, 11:48 AM",5,235708,Lychnophora salicifolia,LC- MS - Ion trap - Bruker
GNPS_LE_UEC-127_MS2,MSV000078768,rsilva,Norberto Lopes,"Jun. 25, 2014, 11:42 AM",5,222985,Lychnophora ericoides,LC-MS - Ion trap - Bruker
GNPS Moorea Interactions 2014 UPLC-MS/MS qTOF Maxis,MSV000078744,quinnr,Forest Rohwer,"Jun. 19, 2014, 4:21 PM",93,12613565,Bryozoans and Tunicates,maXis
GNPS- Myxococcus xanthus MS/MS colony extracts,MSV000078738,sjenkins,Trent Northen,"Jun. 12, 2014, 4:47 PM",6,3735558,Myxococcus xanthus,6550 Q-TOF LC/MS Agilent
GNPS_Bidens32bits_conversion,MSV000078727,rsilva,Norberto Lopes,"Jun. 11, 2014, 11:38 AM",11,620749,Bidens spp,6520 Quadrupole Time-of-Flight LC/MS
GNPS HPLC CF Sputa Ex v St May 2014 maxis,MSV000078726,quinnr,Rohwer/Dorrestein,"Jun. 10, 2014, 2:26 PM",53,17267412,Homo sapiens,maXis
GNPS Longitudinal CF Sputum Through Exacerbation UPLC-MS/MS,MSV000078719,quinnr,Rohwer/Dorrestein,"Jun. 7, 2014, 2:35 PM",47,7658710,Homo sapiens,maXis
GNPS Coral microbial isolate PF 2ta6,MSV000078717,ckapono,Dorrestein,"Jun. 5, 2014, 6:32 PM",9,850566,Pseudoalteromonas 2ta6,maXis
GNPS- Interkingdom Microbial Interactions from Bayley Hazen Blue Cheese,MSV000078716,l2sanchez,PC Dorrestein RJ Dutton,"Jun. 5, 2014, 2:10 PM",68,114058,-Arthrobacter arilaitensis Penicillium sp. #12 Penicillium sp. RS17,LTQ FT
GNPS Salinispora tropica and Salinispora arenicola vs. Streptomyces griseoflavus,MSV000078715,eriche,"Moore, Dorrestein, Piel","Jun. 5, 2014, 1:36 PM",27,1065884,#NAME?,LTQ FT
GNPS Streptomyces griseus vs. bacterial signaling metabolite,MSV000078714,eriche,"Moore, Dorrestein, Piel","Jun. 5, 2014, 9:38 AM",11,41530,Streptomyces griseus,LTQ FT
GNPS Streptomyces griseoflavus W384,MSV000078713,eriche,"Moore, Dorrestein, Piel","Jun. 5, 2014, 9:35 AM",7,257460,Streptomyces griseoflavus W384,LTQ FT
GNPS Streptomyces roseosporus vs. bacterial signaling metabolite,MSV000078712,eriche,"Moore, Piel, Dorrestein","Jun. 5, 2014, 9:31 AM",13,100527,Streptomyces roseosporus,LTQ FT
GNPS - Pretwick Phytochemical Library (NIH),MSV000078711,vphelan,Pieter Dorrestein,"Jun. 4, 2014, 11:18 AM",731,7992192,N/A,maXis
GNPS - NIH Pharmacologically Active Library,MSV000078710,vphelan,Pieter Dorrestein,"Jun. 4, 2014, 11:13 AM","9,662",76176323,N/A,maXis
GNPS - Imaging mass spectrometry of a coral microbe interaction with fungi - Figure 2,MSV000078709,l2sanchez,PC Dorrestein,"Jun. 4, 2014, 11:12 AM",19,29026,Bacillus amyloliquefaciens GA40,LTQ FT
GNPS - NIH Natural Products Library,MSV000078708,vphelan,Pieter Dorrestein,"Jun. 4, 2014, 11:07 AM","6,469",51615560,N/A,maXis
GNPS - Microbes from Bayley Hazen Blue Cheese,MSV000078706,l2sanchez,PC Dorrestein and RJ Dutton,"Jun. 4, 2014, 10:09 AM",27,126232,#NAME?,LTQ FT
GNPS_roccella_compounds_isolated,MSV000078705,Delphine,Delphine Parrot; Sophie Tomasi,"Jun. 3, 2014, 8:29 PM",3,8500,Lichens,Ion trap LC/MS thermo
GNPS_ramalina_compounds_isolated,MSV000078704,Delphine,Delphine Parrot; Sophie Tomasi,"Jun. 3, 2014, 8:27 PM",15,59810,Lichens,Ion trap LC/MS thermo
GNPS_ramalina_siliquosa_var_siliquosa_extract,MSV000078703,Delphine,Delphine Parrot; Sophie Tomasi,"Jun. 3, 2014, 8:24 PM",3,8539,Lichens,Ion trap LC/MS thermo
GNPS_roccella_phycopsis_extract,MSV000078702,Delphine,Delphine Parrot; Sophie Tomasi,"Jun. 3, 2014, 5:22 PM",3,7792,Lichens,Ion trap LC/MS thermo
GNPS_roccella_fuciformis_extract,MSV000078701,Delphine,Delphine Parrot; Sophie Tomasi,"Jun. 3, 2014, 5:20 PM",3,9463,Lichens,Ion trap LC/MS thermo
GNPS_ramalina_siliquosa_var_druidarum_extract,MSV000078700,Delphine,Delphine Parrot; Sophie Tomasi,"Jun. 3, 2014, 5:19 PM",3,8691,Lichens,Ion trap LC/MS thermo
GNPS_ramalina_siliquosa_var_crassa_extract,MSV000078699,Delphine,Delphine Parrot; Sophie Tomasi,"Jun. 3, 2014, 5:17 PM",3,8746,Lichens,ion trap LC/MS thermo
GNPS_ramalina_cuspidata_var_armorica_extract,MSV000078698,Delphine,Delphine Parrot; Sophie Tomasi,"Jun. 3, 2014, 5:15 PM",3,8641,Lichens,Ion trap LC/MS thermo
GNPS_ramalina_cuspidata_var_stenoclada_extract,MSV000078697,Delphine,Delphine Parrot; Sophie Tomasi,"Jun. 3, 2014, 5:14 PM",3,8589,Lichens,Ion trap LC/MS thermo
GNPS_ramalina_siliquosa_var_new_extract,MSV000078696,Delphine,Delphine Parrot; Sophie Tomasi,"Jun. 3, 2014, 5:10 PM",3,8693,Lichens,Ion trap LC/MS thermo
GNPS_ramalina_siliquosa_var_zopfii_extract,MSV000078695,Delphine,Delphine Parrot; Sophie Tomasi,"Jun. 3, 2014, 5:05 PM",3,8533,Lichens,Ion trap LC/MS thermo
GNPS_ramalina_cuspidata_var_cuspidata_extract,MSV000078694,Delphine,"Delphine Parrot, Sophie Tomasi","Jun. 3, 2014, 4:15 PM",3,8585,Lichens,Ion trap LC/MS Thermo
GNPS - Actinobacteria - 1000Strains,MSV000078688,dfloros,Dorrestein,"May. 30, 2014, 11:43 AM","2,006",2745579,Actnobacteria,Bruker micrOTOF-QII
GNPS Montastraea annularis coral community extract,MSV000078686,ckapono,Dorrestein,"May. 28, 2014, 3:53 PM",3,44232,Montastraea annularis,LTQ FT
GNPS M. annularis microbial isolate Tc9A,MSV000078685,ckapono,Dorrestein/Azam,"May. 28, 2014, 3:44 PM",3,43053,Bacterial isolate Tc9A from Montastraea annularis,LTQ FT
GNPS - 3D molecular analysis of skin surface_Time_Course_Volunteer 5-man-Face. MS/MS Data,MSV000078683,abouslimani,Dorrestein,"May. 27, 2014, 5:52 PM",391,41931386,Homo sapiens,maXis
GNPS Streptomyces coelicolor vs. bacterial signaling molecules,MSV000078682,eriche,"Piel, Dorrestein, Moore","May. 26, 2014, 8:23 AM",95,466187,Streptomyces coelicolor,LTQ FT
"GNPS Cyanobacteria, secondary metabolites",MSV000078681,engenen,Valerie Paul,"May. 26, 2014, 6:34 AM",40,891052,Marine cyanobacteria,LTQ Advantage Max spectrometer
"GNPS Cyanobacteria, Hyalidium penicilliforme",MSV000078680,engenen,Valerie Paul,"May. 26, 2014, 6:28 AM",23,608806,Hyalidium penicilliforme,LTQ Advantage Max spectrometer
GNPS - Zhang lab_microbes library_MS130001~9,MSV000078679,liuxueting_cn,Lixin Zhang,"May. 25, 2014, 5:27 AM",991,14008316,Actinomycete,LTQ FT
GNPS - Zhang lab_microbes library_MS120001~23,MSV000078678,liuxueting_cn,Lixin Zhang,"May. 25, 2014, 5:01 AM",991,17736343,Actinomycete,LTQ FT
GNPS - Zhang Lab_microbes library_MS100005~14 and MS110009~15,MSV000078677,liuxueting_cn,Lixin Zhang,"May. 25, 2014, 4:46 AM","1,223",16528617,Actinomycete,LTQ FT
"GNPS Cyanobacteria, Okeania lorea",MSV000078676,engenen,Valerie J Paul,"May. 24, 2014, 8:20 AM",11,293537,Okeania lorea,LTQ Advantage Max spectrometer
"GNPS Cyanobacteria, Okeania plumata",MSV000078675,engenen,Valerie J Paul,"May. 24, 2014, 7:39 AM",13,340443,Okeania plumata,LTQ Advantage Max spectrometer
"GNPS Cyanobacteria, Okeania erythroflocculosa",MSV000078674,engenen,Valerie J Paul,"May. 24, 2014, 7:18 AM",5,100427,Okeania erythroflocculosa,LTQ Advantage Max spectrometer
"GNPS Cyanobacteria, Okeania hirsuta",MSV000078672,engenen,Valerie J Paul,"May. 24, 2014, 6:21 AM",19,480196,Okeania hirsuta,#NAME?
GNPS Pseudoalteromonas flavipulchra 2ta6,MSV000078671,ckapono,Dorrestein,"May. 23, 2014, 10:30 AM",3,53248,Pseudoalteromonas flavipulchra 2ta6,LTQ FT
GNPS Theonella swinhoei (yellow chemotype) and Entotheonella enriched cell fractions,MSV000078670,eriche,Piel,"May. 23, 2014, 9:47 AM",31,2327272,#NAME?,Q Exactive
GNPS Theonella swinhoei standards,MSV000078669,eriche,Piel,"May. 23, 2014, 9:25 AM",7,187854,#NAME?,Q Exactive
GNPS hormaomycin (Streptomyces griseoflavus W384),MSV000078668,eriche,Piel,"May. 23, 2014, 9:14 AM",3,42146,Streptomyces griseoflavus W384,Q Exactive
GNPS Human Skin Fungi,MSV000078666,cporto,Dorrestein Pieter,"May. 23, 2014, 5:37 AM",41,211613,Filamentous Fungi from Human Skin,Bruker micrOTOF-QII
GNPS - Lomaiviticin C - purified,MSV000078665,Roland8,Brad Moore (UCSD-SIO),"May. 22, 2014, 10:37 AM",3,1890223,Salinispora tropica CNB440,6520 Quadrupole Time-of-Flight LC/MS
GNPS - Lomaiviticin A C D E - purified,MSV000078664,Roland8,Brad Moore (UCSD-SIO),"May. 22, 2014, 10:35 AM",3,1921556,Salinispora tropica CNB440,6520 Quadrupole Time-of-Flight LC/MS
GNPS - Arenimycin B - purified,MSV000078663,Roland8,Brad Moore (UCSD-SIO),"May. 22, 2014, 10:29 AM",3,1352351,Salinispora arenicola CNB527,6520 Quadrupole Time-of-Flight LC/MS
GNPS - Arenimycin A - purified,MSV000078662,Roland8,Brad Moore (UCSD-SIO),"May. 22, 2014, 10:25 AM",3,1357344,Salinispora arenicola CNB527,6520 Quadrupole Time-of-Flight LC/MS
GNPS - Salinispora tropica CNB440 - crude extract,MSV000078661,Roland8,Brad Moore (UCSD-SIO),"May. 22, 2014, 10:20 AM",3,3043856,Salinispora tropica CNB440,6520 Quadrupole Time-of-Flight LC/MS
GNPS_Black_Aspergilli_MASSIVE_21052014,MSV000078659,marjo,Maria Mansson,"May. 21, 2014, 12:01 PM",118,493018,Aspergillus section Nigri,Agilent 6550
GNPS DTU standards,MSV000078658,marjo,Maria Maansson,"May. 21, 2014, 4:57 AM",11,23566,Pure fungal standards,6550 Agilent QTOF
GNPS streptomyces rochei extract,MSV000078657,arj2,E. E. Carlson,"May. 20, 2014, 6:13 AM",3,165529,Streptomyces rochei,Synapt MS
GNPS Streptomyces flocculus extract,MSV000078656,arj2,E. E. Carlson,"May. 20, 2014, 6:11 AM",3,133556,Streptomyces flocculus,Synapt MS
GNPS Streptomyces cinnamonensis extract,MSV000078655,arj2,E. E. Carlson,"May. 20, 2014, 5:54 AM",3,165529,Streptomyces cinnamonensis,Synapt MS
GNPS Zhang Lab Microbe Library 100005 A01-A10,MSV000078654,liuxueting_cn,Lixing Zhang,"May. 19, 2014, 5:56 PM",19,294936,Actinomycete,LTQ-FT
GNPS Curacao Coral and Turf Algae Datasets,MSV000078653,ckapono,Dorrestein,"May. 19, 2014, 2:34 PM",127,961026,Montastraea annularis (Boulder Star Coral) and Turf Algae community,LTQ FT
GNPS Zhang Lab 100005,MSV000078652,liuxueting_cn,Lixin Zhang,"May. 19, 2014, 2:02 AM",0,0,Actinomycete,LTQ-FT
GNPS Pseudomonas fluorescens Streptomyces interactions,MSV000078651,Bertrand,B Aigle,"May. 19, 2014, 1:40 AM",85,6014424,Pseudomonas fluorescens Streptomyces,LTQ FT ICR
GNPS_LapTop_v2,MSV000078649,amelnik,P.Dorrestein,"May. 16, 2014, 4:09 PM",241,13530278,LapTop,maXis
GNPS Eschichia coli Lipid Extract,MSV000078648,cajetan,Newman,"May. 15, 2014, 6:02 PM",2,521274,Escherichia coli,6220 Time-of-Flight LC/MS
GNPS_Protein identification from S. aureus JE2 and mutant agrC and clpP supernatant,MSV000078646,CFMichelsen,Martin Overgaard,"May. 15, 2014, 12:58 PM",26,1450477,Staphylococcus aureus,Thermo Scientific Q-Exative MS
GNPS_Leech Ganglia small metabolites nanoDESI-MS/MS and Standards,MSV000078645,richardhsu,Pieter Dorrestein & Eduardo Macagno,"May. 15, 2014, 12:16 PM",55,161526,Hirudo medicinalis (Medicinal leech),LTQ FT
GNPS Escherichia coli Lipid Extract,MSV000078644,cajetan,Newman,"May. 15, 2014, 10:52 AM",2,499009,Escherichia coli,6220 Time-of-Flight LC/MS
GNPS_A549 Epithelial cell Bacteria Interaction NanoDESI-MS/MS,MSV000078642,richardhsu,Pieter Dorrestein & Forest Rohwer,"May. 14, 2014, 6:02 PM",51,114059,#NAME?,LTQ FT
GNPS_Microbial Sea Water Aerosol Wafer Collection NanoDESI-MS (CAICE),MSV000078641,richardhsu,Pieter Dorrestein and Kim Prather,"May. 14, 2014, 4:56 PM",34,100683,#NAME?,LTQ FT
GNPS_mouse embryo tissue section nanoDESI data dependent collection,MSV000078638,richardhsu,Pieter Dorrestein,"May. 14, 2014, 10:41 AM",83,600266,Mus musculus,LTQ FT
GNPS_mouse_embryo_nanoDESI_PNAS2013_Hsu -- raw Thermo files,MSV000078637,richardhsu,Pieter C Dorrestein,"May. 13, 2014, 2:44 PM",25,154436,Mus musculus,LTQ FT
GNPS_40 Microbial Strains Worldwide Real-Time Metabolomics Using Flow-Probe_Raw Thermo Files,MSV000078636,richardhsu,Pieter C Dorrestein,"May. 13, 2014, 1:36 PM",110,630370,-Amycolatopsis meth Bacillus polymyxa Bacillus subtilis 3610 Bacillus subtilis PY79 Candida catenulata Debaryomyces hansenii Geotrichum candidum BW138A Geotrichum candidum BW237D Geotrichum candidum BW242A Penicillium alli Penicillium commune Penicillium roqueforti Photobacterium halotolerans S2753 Pseudoalteromonas rubra S2471 Pseudoalteromonas ruthenica S2756 Pseudomonas aeruginosa PAnmFLR01 Pseudomonas breneri Pseudomonas libanensis Pseudomonas synxantha Rothia mucilaginosa RmFLR01 Ruegeria mobilis F1926 Scopulariopsis flava Serratia ficaria Serratia fonticola Pseudomonas sp. (P13) Serratia liquefaciens (P17) Serratia liquefaciens (P27) Serratia liquefaciens (P47) Serratia proteamaculans Stenotrophomonas maltophilia SmFLR01 Streptomyce sp. MS100128 Streptomyces coelicolor A3(2) Streptomyces roseosporus NRRL15998 Streptomyces sp. DSM5940 Verrucosispora sp. MS100137 Verrucosispora sp. MS100141 Verrucosispora sp. SY10 Vibrio coralliilyticus S2052 Vibrio nigripulchritudo S2604,LTQ FT
GNPS - Large Pseudomonas v2,MSV000078635,t3hdon,Pieter Dorrestein,"May. 13, 2014, 11:44 AM",516,916852,Pseudomonas,Bruker micrOTOF-QII
GNPS - Extractions of P. aeruginosa CF and S. aureus JE2 interactions,MSV000078634,CFMichelsen,Lars Jelsbak,"May. 13, 2014, 9:51 AM",16,148007,#NAME?,maXis
GNPS - Paeruginosa PAO1 - PhzF2 metabolomics,MSV000078628,vphelan,Pieter Dorrestein,"May. 7, 2014, 8:21 AM",67,9531414,#NAME?,maXis
GNPS_Cyanobacteria_Cika,MSV000078627,amelnik,P.Dorrestein,"May. 5, 2014, 2:57 PM",5,9794,Cyanobacteria,LTQ FT
GNPS-Salinispora strains agar screening,MSV000078625,mcruesemann,Moore,"May. 2, 2014, 1:32 PM",619,151971381,#NAME?,6520 Quadrupole Time-of-Flight LC/MS
GNPS - Streptomyces coelicolor lipid extracts,MSV000078623,msandoval,Christian Sohlenkamp,"May. 2, 2014, 12:00 AM",36,786074,Streptomyces coelicolor,LTQ FT
GNPS - 3D molecular analysis of skin surface_Volunteer 3-man_Volunteer 4-Woman. MS/MS Data,MSV000078622,abouslimani,Dorrestein,"May. 1, 2014, 11:06 AM","1,437",152682055,Homo sapiens,maXis
GNPS Interaction between Pseudoalteromonas sp OT59 and Penicillium citrinum,MSV000078621,l2sanchez,Dorrestein,"Apr. 29, 2014, 8:46 AM",35,143001,#NAME?,LTQ FT
GNPS Pseudogymnoascus destructans & bat wings,MSV000078620,smascuch,Pieter Dorrestein & Lena Gerwick,"Apr. 28, 2014, 11:51 PM",125,1756070,Pseudogymnoascus destructans & Myotis,LTQ FT
GNPS Ferrioxamines and producing organism Micromonospora sp FI1001,MSV000078618,l2sanchez,Dorrestein and Linington,"Apr. 28, 2014, 3:22 PM",19,53513,Micromonospora sp FI1001,LTQ FT
GNPS Streptomyces coelicolor vs. other actinomycetes,MSV000078617,mtraxler,Kolter,"Apr. 28, 2014, 1:21 PM",139,10531197,Streptomyces coelicolor M145 grown near other actinomycetes,LTQ FT
GNPS_Rotten_apple,MSV000078616,amelnik,P.Dorrestein,"Apr. 28, 2014, 9:25 AM",166,231562,Homo sapiens,6520 Quadrupole Time-of-Flight LC/MS
GNPS_Bitten_Apple,MSV000078615,amelnik,P.Dorrestein,"Apr. 28, 2014, 9:23 AM",86,142803,Homo sapiens,6520 Quadrupole Time-of-Flight LC/MS
GNPS_Aspergillus_Extracts_Negative_Polarity,MSV000078612,mjmeehan,Pieter C Dorrestein,"Apr. 24, 2014, 4:38 PM",91,12067420,#NAME?,maXis
GNPS_Aspergillus_Extracts_Positive_Polarity,MSV000078611,mjmeehan,Pieter C Dorrestein,"Apr. 24, 2014, 4:35 PM",91,17667500,#NAME?,maXis
GNPS Coral Turf Algae Samples,MSV000078608,ckapono,Dorrestein,"Apr. 23, 2014, 12:34 PM",11,71733,Montastraea annularis (Boulder Star Coral) and Turf Algae Community,maXis
GNPS - Actinomycete OSMAC Screen,MSV000078607,t3hdon,Pieter Dorrestein,"Apr. 23, 2014, 11:36 AM",221,4318975,Actinomycete,LTQ FT
GNPS - Large Pseudomonas v1,MSV000078606,t3hdon,Pieter Dorrestein,"Apr. 22, 2014, 3:08 PM",503,422181,Pseudomonas,Bruker micrOTOF-QII
GNPS_Streptomyces Extracts_PNNL,MSV000078604,wliu3,Dorrestein,"Apr. 21, 2014, 3:45 PM",49,12774322,Streptomyces sp.,LTQ Orbitrap Velos
GNPS Pseudomonas aeruginosa clinic isolates crude extraction Dataset,MSV000078603,Jennifer,Pieter C Dorrestein,"Apr. 20, 2014, 4:10 PM",171,31601699,Pseudomonas,maXis
GNPS - Streptomyces Extracts,MSV000078602,hmohiman,Dorrestein - Pevzner,"Apr. 19, 2014, 1:47 PM",71,1491331,Streptomyces,LTQ
GNPS Curacao Coral and Turf Algae Datasets,MSV000078601,ckapono,Dorrestein,"Apr. 19, 2014, 9:45 AM",125,1754221,Montastraea annularis (Boulder Star Coral) and Turf Algae community,LTQ FT
GNPS Southern Line Islands Coral Interactions metabolome,MSV000078598,quinnr,Rohwer/Dorrestein,"Apr. 17, 2014, 3:27 PM",395,47706925,#NAME?,maXis
GNPS_40 Microbial Strains Worldwide Real-Time Metabolomics Using Flow-Probe,MSV000078597,richardhsu,Pieter C Dorrestein,"Apr. 16, 2014, 5:19 PM",110,2976697,-Amycolatopsis meth Bacillus polymyxa Bacillus subtilis 3610 Bacillus subtilis PY79 Candida catenulata Debaryomyces hansenii Geotrichum candidum BW138A Geotrichum candidum BW237D Geotrichum candidum BW242A Penicillium alli Penicillium commune Penicillium roqueforti Photobacterium halotolerans S2753 Pseudoalteromonas rubra S2471 Pseudoalteromonas ruthenica S2756 Pseudomonas aeruginosa PAnmFLR01 Pseudomonas breneri Pseudomonas libanensis Pseudomonas sp. (P13) Pseudomonas synxantha Rothia mucilaginosa RmFLR01 Ruegeria mobilis F1926 Scopulariopsis flava Serratia ficaria Serratia fonticola Serratia liquefaciens (P17) Serratia liquefaciens (P27) Serratia liquefaciens (P47) Serratia proteamaculans Stenotrophomonas maltophilia SmFLR01 Streptomyce sp. MS100128 Streptomyces coelicolor A3(2) Streptomyces roseosporus NRRL15998 Streptomyces sp. DSM5940 Verrucosispora sp. MS100137 Verrucosispora sp. MS100141 Verrucosispora sp. SY10 Vibrio coralliilyticus S2052 Vibrio nigripulchritudo S2604,LTQ FT
GNPS Streptomyces chromofuscus extracts and herboxidiene,MSV000078596,egranatosky,Rich Taylor,"Apr. 16, 2014, 3:43 PM",15,810640,Streptomyces chromofuscus,6340 Ion Trap LC/MS
GNPS - Ferrichrome Standards,MSV000078595,smascuch,Pieter Dorrestein & Lena Gerwick,"Apr. 16, 2014, 2:32 PM",5,6156,Ustilago sphaerogena,LTQ FT
GNPS - Viequeamides Cyclic Depsipeptides from a Rivularia sp.,MSV000078594,PAVL,William Gerwick,"Apr. 16, 2014, 2:01 PM",17,20521,Rivularia sp.,#NAME?
GNPS_LapTop,MSV000078593,amelnik,P.Dorrestein,"Apr. 16, 2014, 1:38 PM",241,328981,Homo sapiens,6520 Quadrupole Time-of-Flight LC/MS
GNPS-Intact Polar Lipids from Marine Particulate Org Matter- Surface,MSV000078592,jkharbush,Lihini Aluwihare,"Apr. 16, 2014, 1:13 PM",20,1613417,Uncultured marine microbial community,LTQ
GNPS_mouse_embryo_nanoDESI_PNAS2013_Hsu,MSV000078590,richardhsu,Pieter C Dorrestein,"Apr. 16, 2014, 11:29 AM",25,508655,Mus musculus,LTQ FT
GNPS CF and non-CF sputa UPLC-MS/MS,MSV000078589,quinnr,Rohwer/Dorrestein,"Apr. 15, 2014, 9:32 AM",27,2095398,Homo sapiens,maXis
GnPS CF and non-CF sputa UPLC-MS/MS,MSV000078586,quinnr,Dorrestein/Rohwer,"Apr. 11, 2014, 1:22 PM",27,2095523,Homo sapiens,maXis
GNPS Peltigera sp Lichen Average Surface Scrape,MSV000078584,zengyi88516,Pieter Dorrestein,"Apr. 10, 2014, 4:39 PM",119,1387474,Peltigera sp (Lichen),maXis
GNPS human saliva derived in vitro biofilms,MSV000078583,aedlund,Anna Edlund Jeffrey McLean,"Apr. 10, 2014, 4:18 PM",17,315480,oral bacterial flora,LTQ FT
GNPS Streptococcus mutans biofilm,MSV000078581,aedlund,Anna Edlund & Jeffrey McLean,"Apr. 10, 2014, 4:03 PM",13,204472,Streptococcus mutans UA159,LTQ FT
GNPS oral in vitro biofilms,MSV000078579,aedlund,Anna Edlund Jeffrey McLean,"Apr. 10, 2014, 3:18 PM",1,151679,human oral microbial flora,LTQ FT
GNPS_Streptomyces roseosporus,MSV000078577,y6peng,Dorrestein,"Apr. 8, 2014, 12:32 AM",80,921062,Streptomyces roseosporus,LTQ FT
GNPS - A. odontolyticus/Candidatus Saccaribacteria oral taxon TM7x monoculture/coculture,MSV000078570,aedlund,"Jeffrey McLean, Xuesong He","Mar. 26, 2014, 10:13 AM",13,5830241,Candidatus Saccaribacteria oral taxon TM7x,6520 Quadrupole Time-of-Flight LC/MS
GNPS_Dorrestein_Gerwick_Cyanobacteria,MSV000078568,tal_lk,Dorrestein,"Mar. 21, 2014, 5:32 PM","5,091",60334031,Cyanobacteria,maXis
GNPS-FDA(Selleckchemicals)_NIHcollectionIandII,MSV000078567,negarg,Dorrestein,"Mar. 19, 2014, 3:56 PM","2,135",11599517,Drug Library,maXis
GNPS-Pseudomonas_Isolates_HumanLung_CF,MSV000078566,negarg,Dorrestein,"Mar. 19, 2014, 3:55 PM",85,1123714,Pseudomonas,maXis
GNPS-Lung_cysticFibrosis_tandemMS,MSV000078565,negarg,Dorrestein,"Mar. 19, 2014, 3:48 PM",77,1132577,Homo sapiens,maXis
GNPS-Salinispora strains agar screening,MSV000078561,mcruesemann,Brad Moore,"Mar. 17, 2014, 11:29 AM",511,75635949,#NAME?,6520 Quadrupole Time-of-Flight LC/MS
GNPS - Lixin Zhang Marine Microbes Collection From South China Sea and Yunnan,MSV000078557,mwang87,Zhang Lixin,"Mar. 14, 2014, 3:41 PM","3,218",63047784,Actinomycete,LTQ
GNPS - Topobiographical molecular analysis of human skin,MSV000078556,mwang87,Pieter Dorrestein,"Feb. 26, 2014, 11:45 AM","3,226",185685053,Homo sapiens,maXis
GNPS - MS/MS networking guided analysis of molecule and gene cluster families - Figure 1,MSV000078552,t3hdon,Pieter Dorrestein,"Feb. 18, 2014, 5:26 PM",121,2498686,-Bacillus subtilis 3610 Bacillus ES113 Bacillus ES114 Bacillus ES115 Bacillus ES118 Bacillus ES120 Bacillus ES190 Bacillus ES20 Bacillus ES221 Bacillus ES222 Bacillus ES223 Bacillus ES332 Bacillus ES333 Bacillus ES335 Bacillus ES336 Bacillus ES337 Bacillus ES341 Bacillus ES342 Bacillus ES343 Bacillus ES345 Bacillus ES382 Bacillus ES386 Bacillus ES387 Bacillus ES392 Bacillus ES44 Bacillus ES73 Bacillus ES76 Bacillus FZB42 Bacillus GP24 Bacillus GP25 Bacillus KP1032 Bacillus LCT22 Bacillus LCTS Bacillus LS18 Bacillus LS276 Bacillus LS28 Bacillus LS29 Bacillus PY79 Bacillus QBM1551 Bacillus ZK4633 Bacillus ZK4636 Bacillus ZK4678 Pseudomonas 3W11M1 Pseudomonas aurantiaca Pseudomonas BW10S1 Pseudomonas BW11P2 Pseudomonas CH36 Pseudomonas RW10S2 Pseudomonas RW951 Pseudomonas C52 Pseudomonas HCL17 Pseudomonas Putdia Pseudomonas PA01 Pseudomonas PA14 Pseudomonas ES11 Pseudomonas ES60 Pseudomonas ES97 Pseudomonas RW10S1,LTQ FT
GNPS - MS/MS networking guided analysis of molecule and gene cluster families - Figure 4,MSV000078551,t3hdon,Pieter Dorrestein,"Feb. 18, 2014, 3:52 PM",9,103611,-Pseudoalteromonas OT59 Pseudoalteromonas 04M1A Pseudoalteromonas piscicida JCM 20779T,LTQ FT
GnPS - MS/MS networking guided analysis of molecule and gene cluster families - Figure 3,MSV000078549,t3hdon,Pieter Dorrestein,"Feb. 18, 2014, 12:17 PM",0,0,-Pseudoalteromonas 04M1A Pseudoalteromonas OT59,LTQ FT
GNPS - Molecular networking as a dereplication strategy-Figure 3,MSV000078548,l2sanchez,Dorrestein and Gerwick,"Feb. 11, 2014, 2:20 PM",75,1165148,six distinct collections of cyanobacteria,LCQ Classic
GNPS - Molecular networking as a dereplication strategy -Figure 4,MSV000078547,l2sanchez,Dorrestein and Gerwick,"Feb. 11, 2014, 2:08 PM",53,552934,Data from multiple bacteria,LTQ FT
